,0 (ERM),0 (G-ERM),0 (PREP),1 (ERM),1 (G-ERM),1 (PREP),2 (ERM),2 (G-ERM),2 (PREP),3 (ERM),3 (G-ERM),3 (PREP),4 (ERM),4 (G-ERM),4 (PREP),5 (ERM),5 (G-ERM),5 (PREP),6 (ERM),6 (G-ERM),6 (PREP),7 (ERM),7 (G-ERM),7 (PREP),8 (ERM),8 (G-ERM),8 (PREP),9 (ERM),9 (G-ERM),9 (PREP),10 (ERM),10 (G-ERM),10 (PREP),11 (ERM),11 (G-ERM),11 (PREP)
incomeCA,0.2426257952573742,0.2426257952573742,0.22293495977706504,0.24750253979004402,0.2630799187267186,0.23361835421605148,0.2874039030159669,0.23240685984624482,0.22885866351271436,0.24774774774774774,0.22072072072072071,0.22072072072072071,0.24806329322564694,0.24344816218889073,0.24212955332124608,0.28104575163398693,0.20915032679738563,0.19607843137254902,0.1948608137044968,0.14518201284796575,0.14518201284796575,0.23440577806959947,0.23177938279711097,0.21733420879842416,0.23920035627690633,0.23811173239645703,0.2341531001039141,0.24650849739188962,0.2127432834146615,0.21021930562566604,0.23781475071185304,0.22963541957456313,0.21768745463681535,0.3203971119133574,0.3082129963898917,0.30776173285198555
incomeNY,0.24800039498370693,0.24800039498370693,0.23462032191172114,0.25967041301799626,0.2636006343515135,0.2427084051575536,0.22341302555647155,0.22341302555647155,0.22300082440230834,0.2459016393442623,0.2459016393442623,0.22950819672131148,0.23778307508939214,0.23778307508939214,0.23480333730631706,0.0,0.0,0.0,0.17625899280575538,0.16546762589928057,0.164568345323741,0.2290748898678414,0.23348017621145375,0.21806167400881057,0.27787054316864745,0.26726254788331205,0.2551812199194578,0.21780998709421226,0.21929911644991562,0.21383897547900327,0.2413099835987514,0.24136289085233587,0.23157504893920958,0.34146341463414637,0.2771618625277162,0.2771618625277162
incomeTX,0.24105576321611108,0.24105576321611108,0.22225188801586696,0.2548682984254672,0.25256290773532153,0.23176534065826263,0.20602605863192183,0.20969055374592835,0.20846905537459284,0.24074074074074073,0.23148148148148148,0.23148148148148148,0.22788844621513943,0.2103585657370518,0.20796812749003984,0.18181818181818182,0.2727272727272727,0.13636363636363635,0.13894888408927286,0.1447084233261339,0.1353491720662347,0.18392857142857144,0.2,0.19107142857142856,0.27992264164458136,0.25205930807248766,0.24618580330921855,0.1967855103206331,0.19629599412580567,0.19499061760626582,0.23543728703553465,0.23377413597274055,0.21880577640759372,0.32950191570881227,0.2765006385696041,0.2765006385696041
employmentCA,0.20432938423285066,0.20432938423285066,0.19915699336497933,0.20183268137710444,0.20183268137710444,0.2005359728555683,0.21141649048625794,0.20824524312896406,0.19767441860465115,0.26305609284332687,0.2727272727272727,0.2263056092843327,0.2224070021881838,0.20595185995623633,0.20201312910284464,0.21071428571428572,0.22857142857142856,0.21071428571428572,0.20433503975601786,0.21762335257597212,0.20172094543078095,0.16170690623245368,0.1631106120157215,0.160864682762493,0.17495470647089045,0.17495470647089045,0.1688164192423136,0.23274734473918277,0.2347878407366714,0.22850939151362948,0.21439389158831323,0.20825708335962642,0.20825708335962642,0.15035112953718588,0.15035112953718588,0.15035112953718588
employmentNY,0.19272838530379133,0.19272838530379133,0.18808801407409295,0.18672244452528192,0.18672244452528192,0.18461258639505274,0.21116168612705324,0.2020581832574708,0.1901840490797546,0.2440944881889764,0.2677165354330709,0.2440944881889764,0.2065081351689612,0.21964956195244056,0.2083854818523154,0.24,0.28,0.24,0.2002694207453974,0.19982038616973508,0.19218679838347552,0.19832402234636873,0.1973929236499069,0.19366852886405958,0.17693731816979635,0.17857709600634752,0.1666754826765406,0.20742272100807246,0.22440441031699154,0.20801338846229572,0.20035122311910777,0.19505206728695546,0.19505206728695546,0.1561437231997634,0.15466508945734142,0.15466508945734142
employmentTX,0.2013745704467354,0.2013745704467354,0.19169530355097367,0.20270170152865927,0.20270170152865927,0.19230484281233792,0.19739363740896895,0.18723648907627444,0.1826370256803373,0.20408163265306123,0.21428571428571427,0.18877551020408162,0.21673003802281368,0.20870299957752428,0.20870299957752428,0.3235294117647059,0.2647058823529412,0.2647058823529412,0.19801602441816102,0.2148035101106448,0.20144982830980543,0.15435259692757863,0.1667885881492319,0.15654718361375275,0.16564106558653996,0.16447265929272473,0.1564496027418601,0.23573247453565008,0.22629568603954464,0.225584182144997,0.2087727170742652,0.1989230424052053,0.19739735247924614,0.1591549295774648,0.16030729833546736,0.1591549295774648
coverageCA,0.32086715298469126,0.32086715298469126,0.30185965272783316,0.3021430727437368,0.30244491397524903,0.2886205855719891,0.40675057208237986,0.3426773455377574,0.33581235697940504,0.3745173745173745,0.3204633204633205,0.3204633204633205,0.2765151515151515,0.2800662878787879,0.2703598484848485,0.352,0.336,0.336,0.3918890957997103,0.3610593834057521,0.3610593834057521,0.30489614243323443,0.29080118694362017,0.29080118694362017,0.33572088724584104,0.33402649414664204,0.3150030807147258,0.3089731729879741,0.3004008633980882,0.29133518347209375,0.3313751857880954,0.33229527921296625,0.32160804020100503,0.3110152621101526,0.2846715328467153,0.2833443928334439
coverageNY,0.2982628187167274,0.2982628187167274,0.2737461473802186,0.25221984938743397,0.25244464426211083,0.23569742609868494,0.3675889328063241,0.32762406675450156,0.32762406675450156,0.2549019607843137,0.29411764705882354,0.29411764705882354,0.3722576079263977,0.343241330502477,0.343241330502477,0.4,0.15,0.15,0.3943908851884312,0.3549517966695881,0.3549517966695881,0.36681222707423583,0.34279475982532753,0.32096069868995636,0.3061548223350254,0.29140228426395937,0.274746192893401,0.29202207727044655,0.30381334671349725,0.2729553437029604,0.2989272252826906,0.296462742824007,0.28790953899681065,0.2976416373000813,0.2732447817836812,0.2605042016806723
coverageTX,0.14521484858997868,0.14521484858997868,0.1414977449571294,0.14074618882054024,0.14074618882054024,0.13693500936079164,0.1986813186813187,0.20351648351648352,0.19692307692307692,0.12048192771084337,0.1686746987951807,0.12048192771084337,0.07912087912087912,0.08021978021978023,0.07582417582417582,0.15,0.15,0.15,0.1414141414141414,0.14646464646464646,0.13997113997113997,0.16297786720321933,0.16901408450704225,0.14688128772635814,0.1487763232783153,0.14843483210017075,0.14297097324985772,0.1424683988764045,0.14325842696629212,0.14036165730337077,0.15448939061356748,0.15145813734713076,0.15145813734713076,0.13685202639019792,0.13261074458058436,0.13251649387370407
incomeCA_err,0.004368660676839692,0.004368660676839692,0.004238885207633825,0.0055725349302015725,0.005688923045307659,0.005460535206369216,0.021488350183295146,0.01989623347679198,0.019777949425143104,0.05314174584814102,0.05045317331371338,0.05045317331371338,0.01092117000392212,0.010848225633110026,0.010827068536701318,0.06638765146263026,0.05792807806267014,0.05610073579959479,0.01132913478009695,0.010006552677039982,0.010006552677039982,0.020997162571604056,0.020905690019064255,0.02038129407121886,0.005949708953926047,0.005940106527412031,0.005904732156426784,0.00639804472604244,0.006065107654424445,0.006037841184536069,0.004469454378967397,0.004414165542385301,0.004329107490623402,0.019486340629672805,0.019257894944129217,0.019249130535985925
incomeNY_err,0.006018741228555641,0.006018741228555641,0.005902436003874523,0.007214598957553109,0.007251064783543815,0.007048348012933886,0.016450434044671003,0.016450434044671003,0.01643866092831578,0.09232536890776524,0.09232536890776524,0.08899137673677324,0.02014670740298724,0.02014670740298724,0.020049671847534145,0.0,0.0,0.0,0.02168142017551608,0.021080481037959897,0.021028916474938403,0.036977877670617054,0.03727598097664925,0.03620599315120873,0.008790436952234415,0.00867893363745531,0.008544095785149142,0.008112300413640194,0.008133086817804863,0.008056099440687081,0.0061693898674967385,0.006169866162950816,0.006079509535420358,0.02528247241988546,0.023653199026482774,0.023653199026482774
incomeTX_err,0.005243406174284204,0.005243406174284204,0.005092792517174566,0.006055690502728833,0.006036966961041862,0.0058575404071744,0.015837971257175926,0.015950099834751735,0.015912947883915646,0.07206574681978517,0.0706936759504703,0.0706936759504703,0.0227951243270077,0.022070904767989202,0.02196734216295887,0.110053384628001,0.14318516367632161,0.08982282227745335,0.017527378448405836,0.017859409478902355,0.0173144802501414,0.030462422957792695,0.0316255433596902,0.03099022985807115,0.007535554045653148,0.007277753979918533,0.0072184287794122,0.007082669521599472,0.0070757607616744045,0.007057252901470051,0.005361219013254204,0.005347684511446044,0.005220539193951684,0.023294678710280903,0.022013771468979648,0.022013771468979648
employmentCA_err,0.00292481856239607,0.00292481856239607,0.0028965094937350166,0.0037059534123422555,0.0037059534123422555,0.0036968559736614837,0.012967156265553725,0.012890467465087957,0.01262592180022265,0.03680285799285582,0.0373174020881131,0.03462317497240375,0.007683393230915492,0.007463191471956676,0.0074077055551951265,0.044495592007839674,0.04615792985605999,0.044495592007839674,0.008286698836243805,0.008488855795086098,0.008245308134191276,0.011957464681183222,0.012002002348008356,0.011930584036166203,0.003916110046866983,0.003916110046866983,0.003859934373646595,0.004294671748832718,0.00430801327173741,0.004266510170710419,0.003242056735973664,0.0032072009529184875,0.0032072009529184875,0.006456914160143906,0.006456914160143906,0.006456914160143906
employmentNY_err,0.003951980624893048,0.003951980624893048,0.003914561280473378,0.004654977032289537,0.004654977032289537,0.004634101534423091,0.011252305700146625,0.011059740537411183,0.010794983434172678,0.06765146500068644,0.07060160680314365,0.06765146500068644,0.013949655221046214,0.01429119255436992,0.013999815790471354,0.12675622238002202,0.13914766520613117,0.12675622238002202,0.016416821463856285,0.016401792384507174,0.016141136969542613,0.023195281802037504,0.02314901672096281,0.022961866053787416,0.005482449632552178,0.005502893337008236,0.005350438645076533,0.005631451095859247,0.005799310005553504,0.005637536741186111,0.00440634992180286,0.004361053483546845,0.004361053483546845,0.008624363905473303,0.008589325384253887,0.008589325384253887
employmentTX_err,0.0034815977693131717,0.0034815977693131717,0.0034162654963414973,0.003966119206775115,0.003966119206775115,0.0038865803367329754,0.010786784615149148,0.010559731041397957,0.010453007943431986,0.05138497871058004,0.05259523323416726,0.04946689743985533,0.016451939045235064,0.01620741330219594,0.01620741330219594,0.13433837393048273,0.1204958047285214,0.1204958047285214,0.015102653677538408,0.015602842729858762,0.015208362438966394,0.018532331683051434,0.01918723034412606,0.0186509806390924,0.004587944088947443,0.004574608089100013,0.004480737695734649,0.005155047743020613,0.005079938289232061,0.005074126543823609,0.0038240959149131726,0.003754619734177206,0.0037435399556406124,0.008104138139112843,0.008128926394669805,0.008104138139112843
coverageCA_err,0.00543883410348367,0.00543883410348367,0.005345598799166962,0.007087022823613787,0.007089114127389939,0.006989535564555338,0.023259829395862408,0.02232114800223184,0.022194364392434995,0.05781121811984996,0.05488446641582684,0.05488446641582684,0.013547601874496162,0.013604940670778387,0.013445643108824401,0.07963557864842047,0.07824427609932644,0.07824427609932644,0.01394919492536939,0.013697737099250096,0.013697737099250096,0.024469891197813842,0.024090344841082967,0.024090344841082967,0.008237056378230856,0.008226134012891517,0.008095156699010841,0.007209517669411358,0.007150290496409528,0.007084395476742555,0.007871303998836177,0.007877090857979885,0.0078077557066174585,0.007490713507507019,0.007293983024935946,0.007283278889127609
coverageNY_err,0.007600594563234142,0.007600594563234142,0.0073993889080661845,0.009095667872596885,0.009098484699291559,0.008879485169419749,0.019959693737925166,0.019354512776360244,0.019354512776360244,0.10104693427984429,0.10881400039555325,0.10881400039555325,0.02532563186365816,0.024787335983863512,0.024787335983863512,0.18402657631320496,0.09867869734513976,0.09867869734513976,0.028519381389427334,0.02777968420719218,0.02777968420719218,0.04370494234096156,0.04282471798176568,0.04191678270042021,0.011483822261086074,0.011311241946508177,0.01109881318486522,0.01007874883683979,0.010201286244962415,0.009862954150860193,0.010904725630760226,0.010877064130761782,0.010778069561115988,0.010534041024049479,0.010251064172834057,0.010087929039215793
coverageTX_err,0.0048903031753873005,0.0048903031753873005,0.004836322364109885,0.0055912306554966595,0.0055912306554966595,0.005525145217412375,0.016195757477625167,0.016354968063898023,0.016136915576678457,0.05449860226357785,0.0664925018290406,0.05449860226357785,0.016109628895941627,0.016226203094553276,0.015753858647629036,0.09867869734513976,0.09867869734513976,0.09867869734513976,0.01768877949109879,0.017976946206781863,0.017604987271627,0.030420996017391566,0.030947980609999287,0.028936082203001035,0.007433710195245413,0.0074263626459890875,0.007306894369725786,0.006424152584316639,0.0064395276908172094,0.006382816615026987,0.007245578642882167,0.007184605445453018,0.007184605445453018,0.006536588094421869,0.006446955671309845,0.0064449387778162115
